order_id,order_ts,customer_id,product_id,store_id,quantity,unit_price,updated_ts
O0100585,2026-09-02 18:00:33,C03708,P0100,ST012,7,432.71,2026-09-02 18:00:33
O0100586,2026-09-02 16:18:30,C03809,P0039,ST006,4,66.81,2026-09-02 16:18:30
O0100587,2026-09-02 17:44:26,C01788,P0053,ST003,4,337.66,2026-09-02 17:44:26
O0100588,2026-09-02 19:12:41,C02478,P0118,ST007,1,360.72,2026-09-02 19:12:41
O0100589,2026-09-02 14:12:50,C03443,P0149,ST007,1,428.8,2026-09-02 14:12:50
O0100590,2026-09-02 15:56:14,C00127,P0012,ST009,1,83.84,2026-09-02 15:56:14
O0100591,2026-09-02 08:13:08,C00718,P0072,ST020,5,290.72,2026-09-02 08:13:08
O0100592,2026-09-02 09:31:09,C03539,P0145,ST020,2,71.77,2026-09-02 09:31:09
O0100593,2026-09-02 20:27:12,C01311,P0186,ST011,7,286.22,2026-09-02 20:27:12
O0100594,2026-09-02 08:07:37,C00925,P0071,ST012,3,203.68,2026-09-02 08:07:37
O0100595,2026-09-02 19:50:54,C02874,P0013,ST013,4,351.8,2026-09-02 19:50:54
O0100596,2026-09-02 17:16:05,C04487,P0066,ST001,7,79.93,2026-09-02 17:16:05
O0100597,2026-09-02 20:45:17,C04771,P0121,ST016,7,339.63,2026-09-02 20:45:17
O0100598,2026-09-02 15:57:33,C03934,P0038,ST016,7,489.06,2026-09-02 15:57:33
O0100599,2026-09-02 21:38:02,C02329,P0134,ST009,6,446.65,2026-09-02 21:38:02
O0100600,2026-09-02 16:14:01,C04607,P0174,ST017,3,297.27,2026-09-02 16:14:01
O0000318,2026-07-24 11:15:29,C01357,P0157,ST006,3,297.17,2026-09-02 19:00:00
O0004792,2026-06-27 21:21:35,C01920,P0187,ST007,7,17.26,2026-09-02 12:00:00
O0002514,2026-06-09 16:08:56,C04186,P0038,ST008,7,489.06,2026-09-02 14:00:00
O0004697,2026-08-06 17:43:46,C00786,P0177,ST009,5,175.56,2026-09-02 15:00:00
O0001734,2026-07-23 17:36:00,C02720,P0082,ST018,7,307.0,2026-09-02 21:00:00
O0003985,2026-08-17 20:22:06,C02769,P0161,ST020,4,141.29,2026-09-02 08:00:00
O0000743,2026-13-45 99:99:99,C02843,P0156,ST008,1,490.42,2026-09-02 12:00:00
O0002415,2026-06-26 13:58:40,C04842,P0157,ST003,9,297.17,2026-09-02 15:00:00
O0004034,2026-08-11 20:10:21,C03984,P0132,ST012,6,360.02,2026-09-02 15:00:00
O0003478,2026-08-03 19:46:59,C04086,P0106,ST015,9,176.78,2026-09-02 11:00:00
O0002873,2026-07-21 20:52:58,C03771,P0065,ST020,1,213.23,2026-09-02 08:00:00
O0003078,2026-07-21 14:58:03,C02790,P0160,ST009,10,108.2,2026-09-02 10:00:00
O0003780,2026-08-15 20:48:48,C04629,P0011,ST013,9,141.15,2026-09-02 18:00:00
O0004487,2026-06-03 15:10:26,C02056,P0177,ST017,1,175.56,2026-09-02 17:00:00
O0004551,2026-06-04 16:41:41,C04383,P0096,ST016,7,449.79,2026-09-02 10:00:00
