customer_id,customer_name,segment,city,created_date
C01107,Customer 01107,Consumer,Negombo,2023-07-31
C01108,Customer 01108,Consumer,Batticaloa,2025-09-27
C01109,Customer 01109,Consumer,Negombo,2025-05-14
C01110,Customer 01110,Corporate,Batticaloa,2025-03-14
C01111,Customer 01111,Small Business,Negombo,2024-05-15
C01112,Customer 01112,Small Business,Anuradhapura,2023-04-04
C01113,Customer 01113,Corporate,Anuradhapura,2023-07-09
C01114,Customer 01114,Consumer,Batticaloa,2024-01-14
C01115,Customer 01115,Corporate,Batticaloa,2023-02-15
C01116,Customer 01116,Corporate,Jaffna,2024-04-21
C01117,Customer 01117,Corporate,Colombo,2025-05-07
C01118,Customer 01118,Small Business,Kandy,2023-06-04
C01119,Customer 01119,Small Business,Kurunegala,2023-03-29
C01120,Customer 01120,Small Business,Anuradhapura,2025-04-07
C01121,Customer 01121,Small Business,Jaffna,2025-09-21
C01122,Customer 01122,Consumer,Anuradhapura,2024-07-20
C01123,Customer 01123,Small Business,Anuradhapura,2025-04-18
C01124,Customer 01124,Small Business,Batticaloa,2025-09-15
C01125,Customer 01125,Consumer,Batticaloa,2024-08-09
C01126,Customer 01126,Consumer,Anuradhapura,2023-11-03
C01127,Customer 01127,Small Business,Colombo,2025-07-13
C01128,Customer 01128,Small Business,Galle,2024-05-29
C01129,Customer 01129,Corporate,Galle,2023-05-04
C01130,Customer 01130,Consumer,Jaffna,2025-08-29
C01131,Customer 01131,Consumer,Galle,2025-04-07
C01132,Customer 01132,Corporate,Kandy,2023-02-13
C01133,Customer 01133,Corporate,Jaffna,2024-11-30
C01134,Customer 01134,Small Business,Galle,2025-04-22
C01135,Customer 01135,Small Business,Negombo,2025-05-04
C01136,Customer 01136,Small Business,Kandy,2023-11-24
C01137,Customer 01137,Corporate,Anuradhapura,2023-03-31
C01138,Customer 01138,Corporate,Negombo,2024-07-19
C01139,Customer 01139,Corporate,Colombo,2024-06-16
C01140,Customer 01140,Small Business,Anuradhapura,2025-03-16
C01141,Customer 01141,Corporate,Galle,2023-04-26
C01142,Customer 01142,Small Business,Kandy,2023-06-01
C01143,Customer 01143,Consumer,Kandy,2025-08-05
C01144,Customer 01144,Corporate,Kurunegala,2025-03-15
C01145,Customer 01145,Corporate,Negombo,2025-06-17
C01146,Customer 01146,Small Business,Batticaloa,2024-01-28
C01147,Customer 01147,Small Business,Batticaloa,2024-08-08
C01148,Customer 01148,Consumer,Negombo,2023-02-08
C01149,Customer 01149,Consumer,Anuradhapura,2024-02-17
C01150,Customer 01150,Corporate,Kurunegala,2023-02-09
C01151,Customer 01151,Consumer,Colombo,2024-12-08
C01152,Customer 01152,Corporate,Negombo,2025-02-02
C01153,Customer 01153,Corporate,Colombo,2025-07-07
C01154,Customer 01154,Corporate,Negombo,2023-12-12
C01155,Customer 01155,Corporate,Kandy,2023-10-15
C01156,Customer 01156,Consumer,Galle,2025-09-22
C01157,Customer 01157,Small Business,Batticaloa,2023-11-04
C01158,Customer 01158,Corporate,Negombo,2025-03-03
C01159,Customer 01159,Corporate,Kandy,2025-01-16
C01160,Customer 01160,Corporate,Jaffna,2023-07-12
C01161,Customer 01161,Corporate,Batticaloa,2025-07-24
C01162,Customer 01162,Small Business,Kurunegala,2025-02-16
C01163,Customer 01163,Consumer,Galle,2025-04-20
C01164,Customer 01164,Corporate,Anuradhapura,2023-03-09
C01165,Customer 01165,Small Business,Colombo,2023-05-19
C01166,Customer 01166,Consumer,Jaffna,2023-06-27
C01167,Customer 01167,Consumer,Jaffna,2025-05-07
C01168,Customer 01168,Corporate,Colombo,2023-02-03
C01169,Customer 01169,Corporate,Jaffna,2025-07-29
C01170,Customer 01170,Corporate,Batticaloa,2023-10-08
C01171,Customer 01171,Corporate,Kandy,2024-06-01
C01172,Customer 01172,Consumer,Jaffna,2024-11-28
C01173,Customer 01173,Corporate,Batticaloa,2024-01-17
C01174,Customer 01174,Corporate,Kurunegala,2023-07-01
C01175,Customer 01175,Consumer,Negombo,2023-12-19
C01176,Customer 01176,Small Business,Kandy,2025-02-05
C01177,Customer 01177,Consumer,Anuradhapura,2023-10-19
C01178,Customer 01178,Consumer,Jaffna,2023-02-20
C01179,Customer 01179,Consumer,Jaffna,2025-05-27
C01180,Customer 01180,Consumer,Negombo,2024-11-24
C01181,Customer 01181,Corporate,Colombo,2024-10-29
C01182,Customer 01182,Small Business,Colombo,2025-06-04
C01183,Customer 01183,Consumer,Galle,2024-04-30
C01184,Customer 01184,Consumer,Jaffna,2024-09-07
C01185,Customer 01185,Small Business,Negombo,2023-09-16
C01186,Customer 01186,Small Business,Negombo,2024-12-30
C01187,Customer 01187,Corporate,Kurunegala,2024-03-09
C01188,Customer 01188,Corporate,Jaffna,2024-04-15
C01189,Customer 01189,Corporate,Anuradhapura,2024-04-22
C01190,Customer 01190,Consumer,Colombo,2024-08-21
C01191,Customer 01191,Small Business,Kurunegala,2024-06-07
C01192,Customer 01192,Small Business,Negombo,2024-07-28
C01193,Customer 01193,Small Business,Kandy,2023-11-02
C01194,Customer 01194,Consumer,Kurunegala,2024-05-08
C01195,Customer 01195,Small Business,Kurunegala,2023-10-11
C01196,Customer 01196,Corporate,Negombo,2025-06-01
C01197,Customer 01197,Small Business,Negombo,2024-11-02
C01198,Customer 01198,Consumer,Jaffna,2023-07-12
C01199,Customer 01199,Consumer,Anuradhapura,2025-07-10
C01200,Customer 01200,Corporate,Galle,2024-11-07
C01201,Customer 01201,Consumer,Batticaloa,2025-01-08
C01202,Customer 01202,Corporate,Anuradhapura,2023-10-30
C01203,Customer 01203,Corporate,Colombo,2024-02-19
C01204,Customer 01204,Small Business,Jaffna,2024-08-20
C01205,Customer 01205,Small Business,Jaffna,2023-12-18
C01206,Customer 01206,Small Business,Batticaloa,2024-12-03
C01207,Customer 01207,Small Business,Kurunegala,2025-07-17
C01208,Customer 01208,Corporate,Galle,2024-06-03
C01209,Customer 01209,Small Business,Galle,2025-05-10
C01210,Customer 01210,Consumer,Batticaloa,2023-10-28
C01211,Customer 01211,Small Business,Negombo,2023-05-12
C01212,Customer 01212,Small Business,Galle,2025-01-12
C01213,Customer 01213,Small Business,Kurunegala,2025-08-27
C01214,Customer 01214,Consumer,Jaffna,2024-11-01
C01215,Customer 01215,Consumer,Negombo,2023-12-30
C01216,Customer 01216,Corporate,Kurunegala,2024-03-06
C01217,Customer 01217,Small Business,Negombo,2023-09-24
C01218,Customer 01218,Consumer,Batticaloa,2024-04-19
C01219,Customer 01219,Small Business,Kandy,2023-02-24
C01220,Customer 01220,Consumer,Kandy,2024-04-28
C01221,Customer 01221,Small Business,Anuradhapura,2025-06-07
C01222,Customer 01222,Corporate,Anuradhapura,2024-06-26
C01223,Customer 01223,Consumer,Galle,2023-02-25
C01224,Customer 01224,Corporate,Anuradhapura,2023-07-25
C01225,Customer 01225,Corporate,Galle,2024-08-06
C01226,Customer 01226,Small Business,Galle,2023-11-20
C01227,Customer 01227,Consumer,Batticaloa,2025-03-08
C01228,Customer 01228,Small Business,Galle,2023-12-07
C01229,Customer 01229,Small Business,Colombo,2023-11-17
C01230,Customer 01230,Corporate,Negombo,2023-01-05
C01231,Customer 01231,Consumer,Galle,2023-08-03
C01232,Customer 01232,Consumer,Galle,2024-05-16
C01233,Customer 01233,Corporate,Anuradhapura,2024-09-21
C01234,Customer 01234,Corporate,Batticaloa,2024-02-18
C01235,Customer 01235,Consumer,Colombo,2024-01-28
C01236,Customer 01236,Consumer,Kurunegala,2024-06-30
C01237,Customer 01237,Consumer,Kurunegala,2025-08-30
C01238,Customer 01238,Small Business,Jaffna,2025-02-14
C01239,Customer 01239,Small Business,Colombo,2023-01-19
C01240,Customer 01240,Small Business,Jaffna,2024-10-03
C01241,Customer 01241,Small Business,Kurunegala,2023-08-20
C01242,Customer 01242,Consumer,Kandy,2023-11-16
C01243,Customer 01243,Small Business,Negombo,2024-01-28
C01244,Customer 01244,Consumer,Colombo,2023-06-21
C01245,Customer 01245,Corporate,Batticaloa,2023-11-02
C01246,Customer 01246,Small Business,Kurunegala,2025-01-15
C01247,Customer 01247,Small Business,Galle,2024-03-20
C01248,Customer 01248,Corporate,Kurunegala,2023-12-17
C01249,Customer 01249,Consumer,Galle,2025-02-07
C01250,Customer 01250,Corporate,Colombo,2025-08-28
C01251,Customer 01251,Consumer,Galle,2023-08-22
C01252,Customer 01252,Small Business,Colombo,2023-08-05
C01253,Customer 01253,Small Business,Galle,2024-08-26
C01254,Customer 01254,Corporate,Colombo,2023-05-07
C01255,Customer 01255,Small Business,Negombo,2024-01-20
C01256,Customer 01256,Small Business,Colombo,2025-02-28
C01257,Customer 01257,Consumer,Kandy,2024-08-31
C01258,Customer 01258,Consumer,Colombo,2024-10-31
C01259,Customer 01259,Consumer,Anuradhapura,2024-12-07
C01260,Customer 01260,Corporate,Kandy,2024-03-30
C01261,Customer 01261,Corporate,Batticaloa,2024-07-14
C01262,Customer 01262,Consumer,Jaffna,2024-12-19
C01263,Customer 01263,Small Business,Colombo,2024-12-12
C01264,Customer 01264,Corporate,Kandy,2023-11-05
C01265,Customer 01265,Small Business,Negombo,2024-11-09
C01266,Customer 01266,Small Business,Galle,2024-09-29
C01267,Customer 01267,Consumer,Kandy,2024-03-04
C01268,Customer 01268,Consumer,Kandy,2023-10-17
C01269,Customer 01269,Consumer,Jaffna,2024-05-24
C01270,Customer 01270,Corporate,Jaffna,2025-03-07
C01271,Customer 01271,Small Business,Anuradhapura,2024-01-02
C01272,Customer 01272,Consumer,Colombo,2023-10-30
C01273,Customer 01273,Corporate,Jaffna,2024-07-15
C01274,Customer 01274,Corporate,Kurunegala,2024-12-05
C01275,Customer 01275,Consumer,Colombo,2023-08-29
C01276,Customer 01276,Consumer,Kandy,2024-11-18
C01277,Customer 01277,Small Business,Batticaloa,2025-05-05
C01278,Customer 01278,Consumer,Kandy,2023-06-02
C01279,Customer 01279,Small Business,Kandy,2025-01-10
C01280,Customer 01280,Corporate,Jaffna,2025-07-15
C01281,Customer 01281,Corporate,Negombo,2024-04-12
C01282,Customer 01282,Consumer,Kandy,2024-04-20
C01283,Customer 01283,Consumer,Colombo,2025-04-12
C01284,Customer 01284,Corporate,Kurunegala,2025-05-22
C01285,Customer 01285,Small Business,Kurunegala,2025-03-31
C01286,Customer 01286,Small Business,Kandy,2024-03-12
C01287,Customer 01287,Consumer,Colombo,2023-04-08
C01288,Customer 01288,Consumer,Galle,2025-05-22
C01289,Customer 01289,Corporate,Batticaloa,2023-12-03
C01290,Customer 01290,Small Business,Negombo,2025-09-05
C01291,Customer 01291,Small Business,Kandy,2025-06-18
C01292,Customer 01292,Corporate,Galle,2024-01-17
C01293,Customer 01293,Corporate,Anuradhapura,2023-04-27
C01294,Customer 01294,Corporate,Negombo,2025-09-12
C01295,Customer 01295,Corporate,Batticaloa,2025-05-05
C01296,Customer 01296,Corporate,Galle,2025-03-30
C01297,Customer 01297,Consumer,Colombo,2023-04-26
C01298,Customer 01298,Consumer,Kandy,2025-08-23
C01299,Customer 01299,Small Business,Batticaloa,2024-03-02
C01300,Customer 01300,Small Business,Batticaloa,2025-04-01
C01301,Customer 01301,Small Business,Anuradhapura,2023-07-05
C01302,Customer 01302,Corporate,Colombo,2025-03-08
C01303,Customer 01303,Small Business,Galle,2025-06-02
C01304,Customer 01304,Corporate,Kandy,2024-05-09
C01305,Customer 01305,Corporate,Batticaloa,2025-06-27
C01306,Customer 01306,Consumer,Negombo,2023-02-17
C01307,Customer 01307,Corporate,Colombo,2024-11-01
C01308,Customer 01308,Small Business,Jaffna,2024-12-22
C01309,Customer 01309,Small Business,Kurunegala,2025-09-05
C01310,Customer 01310,Small Business,Kandy,2024-06-15
C01311,Customer 01311,Small Business,Jaffna,2024-03-19
C01312,Customer 01312,Corporate,Anuradhapura,2024-05-08
C01313,Customer 01313,Small Business,Colombo,2023-06-02
C01314,Customer 01314,Small Business,Galle,2023-01-12
C01315,Customer 01315,Corporate,Batticaloa,2024-06-01
C01316,Customer 01316,Consumer,Kandy,2025-06-09
C01317,Customer 01317,Corporate,Kurunegala,2025-02-08
C01318,Customer 01318,Corporate,Negombo,2023-09-04
C01319,Customer 01319,Small Business,Jaffna,2023-02-21
C01320,Customer 01320,Small Business,Anuradhapura,2024-07-17
C01321,Customer 01321,Consumer,Kandy,2024-02-17
C01322,Customer 01322,Corporate,Batticaloa,2024-04-15
C01323,Customer 01323,Corporate,Batticaloa,2023-04-01
C01324,Customer 01324,Consumer,Batticaloa,2023-11-20
C01325,Customer 01325,Small Business,Colombo,2025-02-02
C01326,Customer 01326,Corporate,Anuradhapura,2023-04-16
C01327,Customer 01327,Small Business,Colombo,2023-02-06
C01328,Customer 01328,Consumer,Negombo,2025-04-25
C01329,Customer 01329,Small Business,Jaffna,2025-06-30
C01330,Customer 01330,Small Business,Batticaloa,2024-11-01
C01331,Customer 01331,Corporate,Kurunegala,2025-08-31
C01332,Customer 01332,Consumer,Jaffna,2025-04-25
C01333,Customer 01333,Corporate,Kurunegala,2025-05-14
C01334,Customer 01334,Small Business,Batticaloa,2024-07-27
C01335,Customer 01335,Small Business,Kurunegala,2025-01-03
C01336,Customer 01336,Corporate,Kandy,2025-01-03
C01337,Customer 01337,Small Business,Jaffna,2023-04-10
C01338,Customer 01338,Corporate,Kurunegala,2023-01-03
C01339,Customer 01339,Small Business,Negombo,2025-04-29
C01340,Customer 01340,Small Business,Kurunegala,2024-07-14
C01341,Customer 01341,Consumer,Colombo,2024-12-19
C01342,Customer 01342,Consumer,Batticaloa,2025-07-07
C01343,Customer 01343,Small Business,Anuradhapura,2023-05-24
C01344,Customer 01344,Corporate,Jaffna,2023-04-20
C01345,Customer 01345,Consumer,Anuradhapura,2023-07-12
C01346,Customer 01346,Corporate,Jaffna,2023-08-09
C01347,Customer 01347,Corporate,Kandy,2025-01-03
C01348,Customer 01348,Corporate,Colombo,2025-02-14
C01349,Customer 01349,Small Business,Kandy,2025-08-06
C01350,Customer 01350,Corporate,Batticaloa,2025-03-01
C01351,Customer 01351,Small Business,Galle,2024-11-05
C01352,Customer 01352,Corporate,Colombo,2025-09-13
C01353,Customer 01353,Small Business,Colombo,2024-06-27
C01354,Customer 01354,Corporate,Batticaloa,2024-07-20
C01355,Customer 01355,Small Business,Galle,2025-08-04
C01356,Customer 01356,Small Business,Galle,2024-12-09
C01357,Customer 01357,Consumer,Kandy,2025-01-18
C01358,Customer 01358,Small Business,Kurunegala,2024-02-01
C01359,Customer 01359,Corporate,Anuradhapura,2024-05-31
C01360,Customer 01360,Small Business,Jaffna,2024-09-15
C01361,Customer 01361,Corporate,Kurunegala,2023-10-08
C01362,Customer 01362,Corporate,Batticaloa,2025-09-20
C01363,Customer 01363,Consumer,Galle,2025-04-04
C01364,Customer 01364,Small Business,Negombo,2024-02-27
C01365,Customer 01365,Small Business,Kurunegala,2025-05-13
C01366,Customer 01366,Small Business,Jaffna,2024-12-29
C01367,Customer 01367,Consumer,Negombo,2023-07-25
C01368,Customer 01368,Corporate,Galle,2024-12-04
C01369,Customer 01369,Small Business,Galle,2024-12-28
C01370,Customer 01370,Small Business,Kurunegala,2024-05-30
C01371,Customer 01371,Consumer,Kurunegala,2024-12-28
C01372,Customer 01372,Corporate,Anuradhapura,2024-07-29
C01373,Customer 01373,Small Business,Negombo,2024-11-21
C01374,Customer 01374,Corporate,Colombo,2025-06-17
C01375,Customer 01375,Consumer,Colombo,2024-06-19
C01376,Customer 01376,Consumer,Colombo,2024-01-26
C01377,Customer 01377,Consumer,Jaffna,2024-11-17
C01378,Customer 01378,Consumer,Negombo,2023-10-01
C01379,Customer 01379,Corporate,Galle,2024-11-30
C01380,Customer 01380,Consumer,Negombo,2025-05-09
C01381,Customer 01381,Small Business,Colombo,2023-07-28
C01382,Customer 01382,Corporate,Kandy,2024-01-03
C01383,Customer 01383,Small Business,Jaffna,2024-09-22
C01384,Customer 01384,Small Business,Anuradhapura,2025-01-30
C01385,Customer 01385,Small Business,Negombo,2023-09-01
C01386,Customer 01386,Small Business,Colombo,2024-12-10
C01387,Customer 01387,Corporate,Anuradhapura,2025-08-06
C01388,Customer 01388,Small Business,Kurunegala,2024-03-02
C01389,Customer 01389,Small Business,Colombo,2025-09-16
C01390,Customer 01390,Small Business,Negombo,2023-01-14
C01391,Customer 01391,Small Business,Batticaloa,2023-07-27
C01392,Customer 01392,Consumer,Kurunegala,2025-04-29
C01393,Customer 01393,Small Business,Jaffna,2025-02-12
C01394,Customer 01394,Small Business,Jaffna,2025-03-05
C01395,Customer 01395,Corporate,Galle,2023-10-29
C01396,Customer 01396,Consumer,Galle,2024-11-30
C01397,Customer 01397,Consumer,Kandy,2025-09-12
C01398,Customer 01398,Consumer,Anuradhapura,2024-01-22
C01399,Customer 01399,Small Business,Negombo,2023-10-13
C01400,Customer 01400,Consumer,Negombo,2023-05-14
C01401,Customer 01401,Corporate,Batticaloa,2023-01-06
C01402,Customer 01402,Consumer,Colombo,2024-12-27
C01403,Customer 01403,Corporate,Colombo,2023-06-07
C01404,Customer 01404,Small Business,Negombo,2025-03-03
C01405,Customer 01405,Small Business,Kurunegala,2024-05-17
C01406,Customer 01406,Small Business,Kurunegala,2023-03-16
C01407,Customer 01407,Consumer,Galle,2024-06-22
C01408,Customer 01408,Consumer,Galle,2024-06-17
C01409,Customer 01409,Small Business,Anuradhapura,2024-03-01
C01410,Customer 01410,Corporate,Jaffna,2023-04-05
C01411,Customer 01411,Consumer,Kurunegala,2025-06-23
C01412,Customer 01412,Corporate,Negombo,2023-12-06
C01413,Customer 01413,Small Business,Batticaloa,2023-08-12
C01414,Customer 01414,Small Business,Colombo,2024-07-28
C01415,Customer 01415,Small Business,Kurunegala,2023-04-28
C01416,Customer 01416,Consumer,Jaffna,2024-04-01
C01417,Customer 01417,Consumer,Kurunegala,2025-09-08
C01418,Customer 01418,Consumer,Anuradhapura,2024-01-26
C01419,Customer 01419,Small Business,Negombo,2023-09-20
C01420,Customer 01420,Small Business,Kurunegala,2023-01-26
C01421,Customer 01421,Small Business,Batticaloa,2024-06-10
C01422,Customer 01422,Consumer,Negombo,2024-05-13
C01423,Customer 01423,Small Business,Jaffna,2025-07-08
C01424,Customer 01424,Small Business,Kandy,2023-11-25
C01425,Customer 01425,Consumer,Galle,2025-08-28
C01426,Customer 01426,Small Business,Colombo,2025-09-21
C01427,Customer 01427,Consumer,Jaffna,2024-10-03
C01428,Customer 01428,Small Business,Jaffna,2024-11-17
C01429,Customer 01429,Small Business,Anuradhapura,2025-06-04
C01430,Customer 01430,Consumer,Jaffna,2025-05-05
C01431,Customer 01431,Small Business,Anuradhapura,2024-07-04
C01432,Customer 01432,Consumer,Galle,2024-10-24
C01433,Customer 01433,Corporate,Kurunegala,2023-01-25
C01434,Customer 01434,Consumer,Kandy,2023-02-08
C01435,Customer 01435,Consumer,Negombo,2023-02-25
C01436,Customer 01436,Consumer,Jaffna,2024-07-25
C01437,Customer 01437,Corporate,Anuradhapura,2025-07-21
C01438,Customer 01438,Corporate,Anuradhapura,2024-02-02
C01439,Customer 01439,Corporate,Colombo,2024-03-19
C01440,Customer 01440,Small Business,Kandy,2024-02-03
C01441,Customer 01441,Consumer,Kandy,2024-07-01
C01442,Customer 01442,Small Business,Colombo,2025-02-13
C01443,Customer 01443,Consumer,Kurunegala,2024-12-18
C01444,Customer 01444,Small Business,Kandy,2025-08-08
C01445,Customer 01445,Small Business,Negombo,2023-10-24
C01446,Customer 01446,Consumer,Negombo,2024-09-13
C01447,Customer 01447,Corporate,Anuradhapura,2025-02-22
C01448,Customer 01448,Small Business,Colombo,2024-02-09
C01449,Customer 01449,Consumer,Jaffna,2024-04-30
C01450,Customer 01450,Small Business,Anuradhapura,2023-05-20
C01451,Customer 01451,Small Business,Negombo,2025-03-26
C01452,Customer 01452,Small Business,Galle,2025-09-10
C01453,Customer 01453,Small Business,Kurunegala,2023-11-02
C01454,Customer 01454,Consumer,Galle,2025-09-07
C01455,Customer 01455,Consumer,Colombo,2023-05-07
C01456,Customer 01456,Small Business,Anuradhapura,2024-08-09
C01457,Customer 01457,Small Business,Kandy,2024-07-04
C01458,Customer 01458,Consumer,Kurunegala,2023-11-09
C01459,Customer 01459,Corporate,Galle,2023-08-05
C01460,Customer 01460,Consumer,Jaffna,2023-06-14
C01461,Customer 01461,Corporate,Jaffna,2024-09-23
C01462,Customer 01462,Consumer,Colombo,2023-04-28
C01463,Customer 01463,Small Business,Batticaloa,2025-05-21
C01464,Customer 01464,Small Business,Kandy,2024-10-22
C01465,Customer 01465,Small Business,Kandy,2023-10-25
C01466,Customer 01466,Consumer,Jaffna,2023-09-14
C01467,Customer 01467,Small Business,Batticaloa,2025-01-13
C01468,Customer 01468,Corporate,Kurunegala,2025-09-01
C01469,Customer 01469,Small Business,Jaffna,2023-05-12
C01470,Customer 01470,Corporate,Kandy,2023-04-13
C01471,Customer 01471,Consumer,Kurunegala,2025-07-10
C01472,Customer 01472,Corporate,Kurunegala,2024-05-12
C01473,Customer 01473,Small Business,Negombo,2024-09-23
C01474,Customer 01474,Small Business,Galle,2024-12-11
C01475,Customer 01475,Small Business,Kurunegala,2024-08-02
C01476,Customer 01476,Corporate,Anuradhapura,2025-04-07
C01477,Customer 01477,Consumer,Kurunegala,2023-06-22
C01478,Customer 01478,Consumer,Anuradhapura,2023-09-10
C01479,Customer 01479,Corporate,Galle,2023-10-11
C01480,Customer 01480,Small Business,Kurunegala,2024-11-26
C01481,Customer 01481,Corporate,Batticaloa,2025-06-17
C01482,Customer 01482,Corporate,Negombo,2024-04-01
C01483,Customer 01483,Small Business,Kandy,2024-05-13
C01484,Customer 01484,Small Business,Kandy,2023-06-29
C01485,Customer 01485,Corporate,Galle,2025-05-11
C01486,Customer 01486,Small Business,Jaffna,2025-07-01
C01487,Customer 01487,Small Business,Kandy,2023-09-27
C01488,Customer 01488,Consumer,Colombo,2025-01-14
C01489,Customer 01489,Small Business,Colombo,2025-05-19
C01490,Customer 01490,Small Business,Anuradhapura,2025-04-12
C01491,Customer 01491,Small Business,Jaffna,2025-02-26
C01492,Customer 01492,Consumer,Negombo,2025-07-17
C01493,Customer 01493,Small Business,Batticaloa,2024-07-10
C01494,Customer 01494,Consumer,Kurunegala,2024-10-31
C01495,Customer 01495,Consumer,Negombo,2024-02-06
C01496,Customer 01496,Corporate,Kandy,2023-05-18
C01497,Customer 01497,Corporate,Colombo,2024-02-11
C01498,Customer 01498,Consumer,Galle,2024-11-09
C01499,Customer 01499,Small Business,Galle,2025-02-14
C01500,Customer 01500,Consumer,Galle,2024-04-01
C01501,Customer 01501,Small Business,Galle,2024-08-02
C01502,Customer 01502,Small Business,Batticaloa,2025-01-23
C01503,Customer 01503,Corporate,Colombo,2025-08-19
C01504,Customer 01504,Corporate,Jaffna,2023-08-13
C01505,Customer 01505,Corporate,Kurunegala,2023-03-06
C01506,Customer 01506,Consumer,Jaffna,2023-08-28
C01507,Customer 01507,Corporate,Anuradhapura,2024-06-14
C01508,Customer 01508,Corporate,Colombo,2024-04-25
C01509,Customer 01509,Small Business,Kurunegala,2023-02-10
C01510,Customer 01510,Small Business,Negombo,2023-04-16
C01511,Customer 01511,Small Business,Negombo,2025-05-04
C01512,Customer 01512,Small Business,Galle,2024-08-15
C01513,Customer 01513,Small Business,Anuradhapura,2024-01-21
C01514,Customer 01514,Small Business,Kandy,2024-01-10
C01515,Customer 01515,Corporate,Anuradhapura,2024-06-13
C01516,Customer 01516,Consumer,Anuradhapura,2025-09-23
C01517,Customer 01517,Corporate,Batticaloa,2023-12-28
C01518,Customer 01518,Corporate,Colombo,2025-03-22
C01519,Customer 01519,Consumer,Batticaloa,2024-05-28
C01520,Customer 01520,Consumer,Kandy,2023-06-19
C01521,Customer 01521,Small Business,Negombo,2024-06-10
C01522,Customer 01522,Consumer,Galle,2023-08-05
C01523,Customer 01523,Corporate,Kandy,2023-06-11
C01524,Customer 01524,Consumer,Anuradhapura,2024-11-07
C01525,Customer 01525,Corporate,Kandy,2025-04-10
C01526,Customer 01526,Small Business,Batticaloa,2024-05-08
C01527,Customer 01527,Consumer,Galle,2024-05-05
C01528,Customer 01528,Corporate,Colombo,2024-10-24
C01529,Customer 01529,Consumer,Galle,2023-09-07
C01530,Customer 01530,Small Business,Galle,2024-08-10
C01531,Customer 01531,Small Business,Colombo,2023-05-18
C01532,Customer 01532,Small Business,Galle,2025-07-01
C01533,Customer 01533,Consumer,Negombo,2023-02-27
C01534,Customer 01534,Consumer,Anuradhapura,2025-08-02
C01535,Customer 01535,Small Business,Colombo,2024-09-05
C01536,Customer 01536,Small Business,Negombo,2025-06-18
C01537,Customer 01537,Consumer,Jaffna,2025-08-27
C01538,Customer 01538,Small Business,Batticaloa,2024-04-04
C01539,Customer 01539,Corporate,Galle,2025-06-07
C01540,Customer 01540,Corporate,Galle,2023-08-13
C01541,Customer 01541,Small Business,Galle,2025-03-24
C01542,Customer 01542,Small Business,Negombo,2024-09-30
C01543,Customer 01543,Small Business,Kurunegala,2023-06-21
C01544,Customer 01544,Corporate,Kandy,2025-08-02
C01545,Customer 01545,Corporate,Anuradhapura,2023-08-24
C01546,Customer 01546,Consumer,Colombo,2023-05-16
C01547,Customer 01547,Small Business,Anuradhapura,2023-07-27
C01548,Customer 01548,Consumer,Kandy,2025-04-26
C01549,Customer 01549,Corporate,Colombo,2023-07-01
C01550,Customer 01550,Small Business,Kandy,2025-06-17
C01551,Customer 01551,Corporate,Galle,2023-04-06
C01552,Customer 01552,Small Business,Colombo,2025-07-12
C01553,Customer 01553,Small Business,Anuradhapura,2025-07-07
C01554,Customer 01554,Corporate,Kurunegala,2024-06-18
C01555,Customer 01555,Consumer,Anuradhapura,2025-06-14
C01556,Customer 01556,Corporate,Anuradhapura,2023-08-23
C01557,Customer 01557,Small Business,Kandy,2023-12-25
C01558,Customer 01558,Consumer,Negombo,2024-03-11
C01559,Customer 01559,Consumer,Kandy,2024-05-03
C01560,Customer 01560,Small Business,Anuradhapura,2023-10-18
C01561,Customer 01561,Consumer,Colombo,2023-09-21
C01562,Customer 01562,Small Business,Colombo,2024-12-27
C01563,Customer 01563,Small Business,Kandy,2024-08-14
C01564,Customer 01564,Consumer,Anuradhapura,2024-06-16
C01565,Customer 01565,Consumer,Kurunegala,2024-11-01
C01566,Customer 01566,Corporate,Kandy,2024-02-23
C01567,Customer 01567,Corporate,Negombo,2023-06-08
C01568,Customer 01568,Small Business,Anuradhapura,2023-09-25
C01569,Customer 01569,Corporate,Negombo,2024-08-01
C01570,Customer 01570,Corporate,Jaffna,2024-11-27
C01571,Customer 01571,Small Business,Batticaloa,2024-02-28
C01572,Customer 01572,Corporate,Batticaloa,2023-07-03
C01573,Customer 01573,Corporate,Kurunegala,2023-09-17
C01574,Customer 01574,Small Business,Anuradhapura,2025-03-03
C01575,Customer 01575,Consumer,Kandy,2025-01-23
C01576,Customer 01576,Consumer,Batticaloa,2025-02-04
C01577,Customer 01577,Small Business,Galle,2025-03-12
C01578,Customer 01578,Consumer,Anuradhapura,2023-04-13
C01579,Customer 01579,Corporate,Colombo,2025-03-15
C01580,Customer 01580,Corporate,Colombo,2023-06-14
C01581,Customer 01581,Consumer,Galle,2025-04-03
C01582,Customer 01582,Small Business,Anuradhapura,2024-04-27
C01583,Customer 01583,Consumer,Negombo,2023-04-01
C01584,Customer 01584,Corporate,Kandy,2023-08-16
C01585,Customer 01585,Consumer,Anuradhapura,2024-09-15
C01586,Customer 01586,Corporate,Negombo,2025-08-11
C01587,Customer 01587,Small Business,Colombo,2024-12-29
C01588,Customer 01588,Consumer,Batticaloa,2025-08-26
C01589,Customer 01589,Consumer,Jaffna,2024-03-25
C01590,Customer 01590,Small Business,Negombo,2025-05-20
C01591,Customer 01591,Consumer,Jaffna,2023-07-19
